Unnamed: 0,MAGAID,MatchMAGAID
260,39620b619be267d3aa0fb59ff6a4be860d557cfb9b3eecccde0df9308f9d2595,d3f05acaaff3b05b9b492b8f696506659ed18e6feaf6686a8035ee280399df98
283,b04871184ad84482e866063a75f3b3284982daccc479d87d97bd4d29de4c8873,f3913ae55506e77330ba72d5508a0f70d39b13a53d515e63a366a491af5681cf
289,8fe34003fd80fdca3dc252c70e51a64c3d3a10a813eb0a55e18950242317cb86,49d65bb514aacaae8c8604002380115e067886b1b24d05cc525db47d60955672
290,531f956a8334fa52235536a6903263f7bfceea6948ff8ebd772ae745e136b4f8,8dd3bf7bac654e95d21ab6dd1638b89fd0962b334dadf6ee9d87b7fc2575d5ba
295,4cd46d3bb09c3f5a8bc4efb86b01f7b9a71a1cf1cdb0b78ce3baac503917f261,c7206f7b2bb99f567e2b4b163beaebb01f8a9e91a9298345336d4394a70abc52
297,4cd46d3bb09c3f5a8bc4efb86b01f7b9a71a1cf1cdb0b78ce3baac503917f261,3681ca102b20616b79e5f333a5d0003f10b0df7f7b037b8307f98a696a85f0f2
300,4cd46d3bb09c3f5a8bc4efb86b01f7b9a71a1cf1cdb0b78ce3baac503917f261,beead69cd9e1af9723ccf4175b5d1c72d762f00994dcfef917b8319afb21fd13
303,4cd46d3bb09c3f5a8bc4efb86b01f7b9a71a1cf1cdb0b78ce3baac503917f261,0b5904cb6399c8989aa544939db56e1294b5a55e822cb30caf97cda3ce46a7d0
304,92973c49fab6094a1de4d05b1cadf41717162e51f83a6e6aaa7f0788f5353bf0,cfe80ca2e08cbd4431c40709cd5abee80b2c8c2f2807db17909725f4bd4101be
306,b22936ec6440c3f6cfb3a1f97d038703df2796ba4c18dea46ea43f71841576c2,923e9f0471051721c4960dbe5f692d002447296abc4a50addeb047ec10243ef2
309,0be9a74c9c632b628c8910646856559c3c855a93ea3d3173fbaeeea3bb831283,647b56a1eba096d957e34feefe800bf82dc30a2be9ef914a12f72d44ce024179
316,b1592a253af5264608bbe6fff7e858540142066e1536c1474a9700600302bad7,4e410f063735ddaf6d903a75358744fdd03af7d971a6e02277f7aa5b01c445f5
345,233b993f0cff6ede3433acc76b5e79566db6c5419b195392dd5ca1461fbb0caf,63a5267acca103e776e1b5900a75304954515627bd6072b87ce8ab1cba678f86
348,4f6f7f9fc62c0eecd9f313408f6bd26755747c5f41934871df677d6b6ca18736,b8d242a753baebab2374a8020977e5e3f799ca28115ff282962c49f5ea32c78b
349,a14aa4c0663af5dcfb1a6991f4c4189dea2e2f559395e12337f32f1d29c20101,f84a3d42806792d15d4100d853d2a81dbd7654c40ec555ba5d03535b4abdd107
352,45f5b8da395b23169569f7561a9d6668e66b44e171e778f55a07cd4fdf693425,0c7af99396dbc2e192426e50b29ae0af51daa74c1f80cd15b76834e765081d31
372,c7725ace348d86e5f84284f2f03f7ae484681c2b86098a445dd324841991d51a,a4213c10fdf0a57d0fa2dacca82202bd81b4f9313454bea407f90ce1ccd95e2d
373,ddb23d0629ad8df1b3138076597b028a818c2f80b7f657dfb954fc9b63bfdf63,5d0d0f993c7cc424ebcd973e233580b7224202cecb2cb01bb26d173faa17a6a9
430,5595173069519785fae931e07299c0216b97d411f89a639df7438697480fa79f,d1b8090edbe62060e2243a5c9dad592c5d8a9d7bd9633e8e22c4c4b1306a9e23
432,c4d4c83e5d0d9b0cb94006485f6b72f36f7bb01fbabd9cbbdd7d459c734ad5bb,d72cc376672e00ec7183697daf4f7683d08b3ef783c3ba09338b5e8dee2bf2e3
433,727af74125b48a3af71f1e80c8f4a1f4e946b40ea2fff368e917d181b88b0150,c037f7e491723a78fecb0482a156558548c3f699b501adb9bfe3ac522d5f946b
437,1d6f79f2f20c6687bec32e2dadb7fe5dac832712254fc306f278691c0f4d95d8,079d2ac2ce5a2d8949ffd26bcb7834b356d9f35d08e25ffa2c8a59cbc6ab8301
446,62ceb3fe090aa4eedd2fdc7e9b84f60cc3c8faa0ea38826d159a9d90da94fcc6,71505d4b2c3d924f47fbfdbc10c80ce1a86688ced2343ef9f8f8dd8e4f44f7d8
456,c5ec5faacbdac76ca95bd8fc687366c4dd3747198ea64ea7b75b21b87b3499f2,a10815a8743b1f835347f7fbefa6aa29e4aafe084886776c87239d4faf0b2a6b
458,560366388d7d462ec2ad1bd1574801106274ad7c84dc2ad424788f7c980b8783,bb3702a1853ae60f9183359a06884830745ef3514d092fc1f4b2ff90ee268911
459,6da2d902ed6f57aee28997fcc589e9641f046f9cc99b8c88faeb7e9cb0e64d34,de1d93c95e60b07bafa6e48fc8bb0bec1f3edb7956e1298d5cfb3d26b197cf21
460,f0e0b23aa983552b3674b70b9b5d24da55aa02ed6bb252e4388e0d524c9393ad,cca8247006a69e63fecb33e6229ed4fecc6aad0544b160af7a044a2d9b17d850
474,f091bf42afcdff719a197748b05ba9a91d04392c2fd1252c58ef082c25d4467c,123977e2abcd4628ad29cc8b01fdb895550c11d2519f4097f8b88e89af1dda37
477,4b7ba3de875f9d5b138d5ffc9f37097d3d2b7d018f453382a95d53e0b84427f8,5318301cb1565f037f1ffba4e80bf37da0ab668c727f0ba28cc6d439951db42b
478,34d90e47194b35d09ef69830b62240e2f699993f15833ba2f195e21502dacd2e,9e031f8b4ecabd6d17a26c43ae9e3658e568f22351a57406138b9b1977d8c93a
491,81c30c100bd7bcc9559fe2ac367823872905d0c45ad9c041a443c0582227b09d,2d2bdf24a8fb45c76cbb9e408b4cf1c556248faaed5b0da1d5b1f88ef06a9fea
495,95ae5e3101d13756a2e8ef34769bada5814bdb41db9379cc34fa547994a86969,b62c15bd1fbbc3d9b0b91d8f62d9e0addf7f0a551505048b10451549fdd549ef
496,95ae5e3101d13756a2e8ef34769bada5814bdb41db9379cc34fa547994a86969,dd7f5eba2748c8e73226ae39a84428cc9efae3a1b8c6eb700a164a407337a1e5
498,9bc1578f0d7807545d088154197d1d401cabb553c62043ff6578740e00a5b0c4,7289d381bf18cc773cac9aa95231517fafc618d2fcdd3643ea6e85e6f7371b03
505,49b0dcff34fbce3722fd8476fc8282665f422e8adaabd9c74251ff7aac79099f,788a70d42fa9efb7896f8978ecf925cee431206596d6794513dc8fea891e3e0e
507,40a8a5d91bbec1faf083b26ab34678a10119743bf959e832d7d3013bed9fa15f,c88bd694dbd0bd1a4780c57813e5a87574a053442fd3b7ef05fbde083a887896
508,40a8a5d91bbec1faf083b26ab34678a10119743bf959e832d7d3013bed9fa15f,c88bd694dbd0bd1a4780c57813e5a87574a053442fd3b7ef05fbde083a887896
510,ed373bf4cebfd8378dc5ea8db8e72dac9de31152c48e83e822388e26c079e76f,bba6d27955bffeeac7d4cb52bfab64aa409adbf2bd66cedb2196bae6bf549faa
513,360a27fdd8c477b8fe366901714804c7a253379e2af6427d4bf667d24eb1594b,8b36d310be4bb0941712cfc01574fb48618bb5c8712e08037af852dc9528d8b7
519,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,62115a5bf3c794c42fd9bd36fefafaabb4c176be15f85ad2475de9cfa83e7003
520,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,0ef967b2c70a8034ec436c0cd93558db60dc240f46c86c6d80a8f5dae1b8c27a
534,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,03f298c505410cf448d3cfa35cd8cc44cbc1f217c9a9d5164794efd96c0f1861
543,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,600c28230a1dae0d62dcb26d67b1ecea02a3ded70980236deb4be41181ae332e
545,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,b456ecc5d287683e25d984e06f9fba9cf068aae65de3a2fb106dc2f0b7230574
546,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,e0c04735a529c51512749e11b4976c6ad7d29ad4e2d75954688c0556b75048d7
547,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,5ebdc0939f7188bac03a380f8a754c530d358aa5189b758407acd21c124561c2
549,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,b8a3f894fb48af07588e7eb53a329176bc6c829e8b41505c3af135ba75801deb
550,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,ab31d54361ff2b11c29be354fdb32b4a4945a6c29ee7c9979254c169444074ad
551,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,e42bd40260091708c88f26542164e4b1541a9b5ca84ec30c9db61da95e3a93aa
552,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,0c3e0e4aced826cff05beb0ad16b52ae21a2fbde36c18a490adc3459306502bb
553,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,8d299bae30824604d7db5f82ba5c5eb0eb26d32f0990a7b730f3c0aae1c58b77
556,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,f9359bdab1f2197296137cfa2467281ca3b848d5e2f91a0b8e2a8b14bb8828d4
558,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,d1e8da359adceccfbc69741b778e908f0ada5a584003f7c893ebb4747eb86f9a
564,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,89c4ac58fc54677d12226e46cfa804855fc2cc87ba17678b12dabe23fd7b4089
565,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,f7cbe58f8c8e6f613eac1f92b8b5205175017778c362a7111e6437dd582b0a8a
578,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,8ae45ad789bdc3d1906140bcfefbf3397a5b3a041c5b0e8faf21d5c2b1d564b2
580,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,ca594e77704db6828c1748ebb389e2567bdcff6cd267b14ad6cd1d2dcabed9b4
581,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,be509d0393e3328a0bfd2cdabd19b4b446d07454be53549b186ab2a2adbed843
584,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,9e9373f479dfff39edfa2f2bba861205d61b615172b66d55565e4b7943670f61
585,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,4824aa941aa0b1cb50c67ad462c97d4f1950346085c269856dc28e1482034d13
588,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,03574bc71e6b08676f9252bfd39424803c21c3db0e6152963453ce5998f93687
590,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,6560b49d124f4cad81e12376fdc41793c2d1d99c49b775fc75d41cbb9d3761b7
596,d189633c7d6353750a44432074357974217a9f509052259be24fd3126e9db4d0,4ac34e9101ca4e7427be1c2a783fe116057352d7458346125945ba1d255aaa00
619,2876b6461315a584e5f572b5109375f73d2e20a87f8a7034f77555003852601c,ddc2e1f10b0f902a9c5cbb7e3a42b56f080cd92b2cd97b4f4098576012d4e836
625,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,51179f04afa94a9b9a3161d8043af51f37cfd89be29c9a871dc3ff95c3ccf9d9
626,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,eb58e828774e4c9adb0c53dff023738af2e2cfe9fc43f40d7397b52dc1baa485
628,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,8ebce2f9ca553eb7e756616460143f7462607cf4ae97876ec0453e9da2a215aa
629,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,e44d500a8c421ecf9f22b1a048f667939d2b7f093c2d91af177d068ff557ee8d
634,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,cced688d3d0998054963b075f5e89e9db5e932e8796a84cdaaaef3391162728b
636,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,387674342ec9e86e09373fabe0037f5bc7fc434fbe63c12c534539af994ee1eb
639,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,0d225a51096924202ebb8ebf19949a0a4b68c4a8ae868b6e7dea7e0a9919b959
656,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,170ab3f114245c0da75af79ea447ae72ea1df5aaf5ff5b676062a40bda415f8c
657,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,442a47cb2f4e3a5cf4685f5f584b5dbdc37f19c86eb8929416c2d8e02e467f50
659,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,7044f7ab27c7c5df4eaa5fbfe34884d43da6f88318d683930774c625b9f5ad48
665,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,445cf45296272901f2d9215296bed83a5c7020bffee5ec27e1c31b256228fb62
667,4dab96732c7c35a320f1848ad14c83913b2841e11dd13a572187f6e2ae36133b,0e27e14b14668d3c2edf4557bc77c1e5d5084ef6bc09c6434e6f69c7ef7c4b0c
673,771cef0c7a476cad2a5869998472651f1624380222816427120af6ddaf116567,98a27a2e605c948f308d0d216050c351e5e1947ac9dd769621f03f9219ae9ae3
674,771cef0c7a476cad2a5869998472651f1624380222816427120af6ddaf116567,d000c6b922733e106dcb6830f4fbeac6f49c9096643fad8fda6e309cb31bdda1
676,f755cf60c6e05b3ec5f30e6119027a6a78a5c3b23f1b66497bd67b49cafc68ba,2cae0f188b2782752c171a60d39a386662bb3493b07519ed1bf7f342c8bce110
684,a1e7c7729be534c140c57ba3c0d07a5f6f450c657f0647941e9348dd2d30acef,e9c9add31a771b0dc0f6ad635811a5c36ce59249e129b330beb8c88664beab1c
686,a1e7c7729be534c140c57ba3c0d07a5f6f450c657f0647941e9348dd2d30acef,0916f8fe60dc8dc154de0581cb518232e47efae10654b6d98fb84f0cb0d36b8c
687,a1e7c7729be534c140c57ba3c0d07a5f6f450c657f0647941e9348dd2d30acef,4c01d5f57f831d6043c2c3b0380bfd2abad2a055da7ea04c4221e3ee48d1f7ec
688,a1e7c7729be534c140c57ba3c0d07a5f6f450c657f0647941e9348dd2d30acef,588268afa868bac71183923c9f84ebb3b11481d963c53742fc02afc61e45c29f
694,ea9c67d674530ccfe4459b707ffbe2be4170710b9d7968439a5e9f8757c3e198,8c3d55d2e2f51a7b8c876d50b95c23fda74fd2cc113d72e21fa5f424266d9fd8
698,ea9c67d674530ccfe4459b707ffbe2be4170710b9d7968439a5e9f8757c3e198,beeb3ab20c5a868082edd33eee2d37b279bf6ccfcd194dcd972ec6d220edd371
700,ea9c67d674530ccfe4459b707ffbe2be4170710b9d7968439a5e9f8757c3e198,d2042421b868fdee078cf98e86b2ce6da50997222164bf2d45547729b6ee1b9e
704,ea9c67d674530ccfe4459b707ffbe2be4170710b9d7968439a5e9f8757c3e198,1e29fdb1e0122c57a6fa676a908c95cf89cc385d0fad9693d1a2ca68309727e6
709,b6cfb7dcfdf92ee645b2dd77ed6b35b1caeabb72094a15b3081d718c7a95d106,6e60e56874cd39b3a8e76b4cfd329a9026b963b70541e85d9c1eddcc6c449906
713,8ee0bcdd21578d89dec2f7a07b863a58e2680586669cb998bd0fa066267e2fb8,c9e1616aca147f4e8f9d0cb6377ddd17c857e4dd358a0d13dad3655b6873eeb9
717,f824597246724c599d55f3a102a5872bee5873361fd665170b4ab6fd8a48e147,991f44b9652236503909fa388a8679d001da375b5506b07fc948f68d962a1e93
719,4c4f3b6bbbfa2b63c127ef51f0232bc705b9d9a5f27f93431e370f9843d4aa62,fcb02af79baeeb3714b1362b104531cccf419e515a94d8d9779fba357dca1c53
728,fd61d38d568d55d4e479e98f6d65e6ff6cbe5f80619858045f4578809ee60be8,8ba8a569b8a5c644d4ff09386d0c51cc8c34d82be63dfdb4dc7d320e28aa73c4
729,60d9fa83c80499f5a1578af0b47cf3ae16cf5b40a0779a17ea27f8cfa03cc28f,d2101e5d3e0b79e16509e7c88f0d6b653745e0ebf68408351ffeb3ef4c2c4974
740,0f620294f9c2e4134f6540a4db91ff812b74b404b31dbd7b19370a49bec1f9f0,fb9c91db8aa00c2b2bdca50406b8b64af74a2bf2d0a0732b7a67e3bd96a55d72
747,a66c2de39ab45713d0738a6e23068a2903383d8bc0762fdba3c94ff5dc2eafb5,0eda33235b7bbfa76d2efae1b82d7bb754efae64d37f982e201a9c9b976b8696
754,cf57f5202c64b5885d4ee78e34c03de463b13e28fe3ccfe42e384d593957f965,89d66c19046016267f95c4dcc59e66977d19f9cd6419fa670e8ecac82821d723
755,cf57f5202c64b5885d4ee78e34c03de463b13e28fe3ccfe42e384d593957f965,5b1f2688d59254742578e0c57108a76ce6d14ffb6c2e4e57124dbc9dcf9f10e5
757,cf57f5202c64b5885d4ee78e34c03de463b13e28fe3ccfe42e384d593957f965,4b104b5577685eb6db9956def70635827b1db4eaf8ebce78834e67017093f533
758,cf57f5202c64b5885d4ee78e34c03de463b13e28fe3ccfe42e384d593957f965,de515071513c3cea65a9f924220980330407779a3c7c548288c2e475391e1323
765,e7ec6b30d4a46a5f364ecb197f40b687ef7097f4c1cb46fa183cd45e74dee852,8ee71073fafa4fb9b22ee2ceb7ee87f0a652338248918a7e45b96d9a7f936ff7
774,689733e8bb260b68da649f308e48410ba63b5aeba9342e2f2473250cce639baf,dfee50e86a5a8813f60edcd4e0d87f288e80097ecb8eeee711fead2032ece807
781,689733e8bb260b68da649f308e48410ba63b5aeba9342e2f2473250cce639baf,030f13236ec432df65511a2c056839c1adbad94f0b14d4cbda301d173bb7da9a
791,163cded4b7ed433f031a944c7adac655160f9e0455e5e4366d2cf824d41f5db1,db680becfe65b326f3bf70745aa0cd7ca5252a80f4373c63d94a4bb93220ef1f
801,09dd6896296a66efb3c55b2ebe4592177843115fd0abcf6b4ee9b38da8c63402,1c7bd8102a23acde291d0ba6286adf6a0919bf56c0f6a5134dd773151684a467
805,c13a17c4659511960b68d45ed8fb53e3e63436b9c08f45c18ef2a94f4e02c141,252ac492de11cd8b613ccc4005d16f8a5d0c1e8cb39dd1db9435c1bdb9438788
808,74da10b48b7ae3417618b1f0745e41217e898cb294719761dee5cdd01f504ab9,7efd949d4bbcde75aab6171b3bf5ab277caef2c3c74a276adfe99cf13e8c8cd3
821,c6c4e052c815a08836827fc5fa4a6ccfc7734afa635ba2a90780bddd5e5a2484,f1fe584da6260aa343773faa649833ba72daae42e0531e595375237676e1188d
822,2650006da56946c70ec3af29533c1aca905c427fda9407bc53d097247462a471,2ea4fd59dd5ce9c123ff014c5a4c9f3a0754d1325ecb9d58ef95cca3bd88f6eb
826,a6a90980d271babb68d85876f0594976521f61db8846e5bfe004b4388d315b43,96b691c191239c84d444bfc5dde2fe109036853b6045f6fa21c42751296500a8
827,3bff6b61452811d404f439e861ae8fa413bb73ac116f71d18c636978c2a89b68,70ed0475160743d6b5b816ecd69290aac94b35cd1f1d552b19e5288551f31d74
834,dd35f43ee0131257b179ee04677f4b35c15a71aaf9966125dcf6c874645613d7,ad83701c312b6a075644ce264e7bda6e8ebe59ce422dfd8b2ad0fa14e2f6dd91
835,dd35f43ee0131257b179ee04677f4b35c15a71aaf9966125dcf6c874645613d7,5695be887709e16ac42297874e5913a108f7ff7663e9a83a00acd7026ff3048d
836,dd35f43ee0131257b179ee04677f4b35c15a71aaf9966125dcf6c874645613d7,cdd1453892946c434012a9dcc0be39a0c8514d8b22841a8012aae1df1708d0fa
842,dd35f43ee0131257b179ee04677f4b35c15a71aaf9966125dcf6c874645613d7,ac0926fc6f6b176698c5adc1d2666b3c08bc2a1dd25b9bccf96c8633e7bc3b07
