Record ID,MAGPID,MAGAID
19405,1984646207.0,2652337096.0
19405,1984646207.0,2676975112.0
19404,2087036783.0,720303433.0
19404,2087036783.0,2571648548.0
19404,2087036783.0,2585419687.0
19404,2087036783.0,2676975112.0
19404,2087036783.0,2714012597.0
949,1509573343.0,2286903992.0
949,1509573343.0,2801078327.0
949,1509573343.0,3170530625.0
947,1538683236.0,2135144070.0
947,1538683236.0,2748479659.0
947,1538683236.0,2801078327.0
947,1538683236.0,3170530625.0
3280,2009764844.0,720303433.0
3280,2009764844.0,2919790965.0
3282,2047360652.0,720303433.0
3282,2047360652.0,2286903992.0
3282,2047360652.0,2919790965.0
1161,59047423.0,2428201067.0
1161,59047423.0,3000171733.0
1161,59047423.0,3055391113.0
1161,59047423.0,3069806751.0
4249,178221875.0,2303648430.0
4249,178221875.0,2521065608.0
4249,178221875.0,2575760369.0
4249,178221875.0,2640892721.0
4249,178221875.0,2708545490.0
4249,178221875.0,3141841454.0
3554,168910630.0,2134150229.0
2570,2084821079.0,2555231761.0
2570,2084821079.0,2668001639.0
4635,1899426945.0,333862204.0
4635,1899426945.0,2064579576.0
4635,1899426945.0,2466842715.0
4637,2032079052.0,333862204.0
4637,2032079052.0,2064579576.0
4637,2032079052.0,2466842715.0
1659,1667902199.0,720303433.0
1659,1667902199.0,2286903992.0
1659,1667902199.0,2919790965.0
1659,1667902199.0,3059525579.0
7,2288065695.0,161717952.0
7,2288065695.0,1793991710.0
7,2288065695.0,2105270869.0
7,2288065695.0,2652755361.0
6,2252744208.0,161717952.0
6,2252744208.0,1793991710.0
6,2252744208.0,2046550266.0
6,2252744208.0,2268694584.0
6,2252744208.0,2617558085.0
28020,2429193587.0,1409988229.0
28020,2429193587.0,2643629980.0
28020,2429193587.0,2676722585.0
3376,1971850234.0,1875470062.0
3376,1971850234.0,1983048356.0
3376,1971850234.0,3044758087.0
3083,2016922718.0,2057553447.0
3083,2016922718.0,2076352275.0
2679,1975027552.0,188511101.0
1494,2415852547.0,2546670960.0
1494,2415852547.0,2547637318.0
4795,2037338461.0,1845847360.0
4795,2037338461.0,2712704277.0
1618,2254799209.0,161717952.0
1618,2254799209.0,2439698859.0
1618,2254799209.0,2653152292.0
1619,1960359682.0,161717952.0
1619,1960359682.0,1372513743.0
1619,1960359682.0,1793991710.0
1619,1960359682.0,2046550266.0
1619,1960359682.0,2105270869.0
1619,1960359682.0,2719340081.0
4652,2081069883.0,161717952.0
4652,2081069883.0,2046550266.0
4652,2081069883.0,2063256306.0
4652,2081069883.0,2105270869.0
4652,2081069883.0,2652755361.0
4642,2053960683.0,161717952.0
4642,2053960683.0,1793991710.0
4642,2053960683.0,2046550266.0
4642,2053960683.0,2617558085.0
4642,2053960683.0,2650037654.0
4655,2034711130.0,2645712513.0
4655,2034711130.0,2662063150.0
768,1991683291.0,261966014.0
768,1991683291.0,2483219728.0
768,1991683291.0,2675547017.0
1188,2220434183.0,2635376187.0
1188,2220434183.0,2658910824.0
4780,1985705678.0,1845847360.0
4781,1974332182.0,1845847360.0
2163,2408774567.0,1845847360.0
2163,2408774567.0,2257820308.0
2160,1972775864.0,1845847360.0
2160,1972775864.0,2133026604.0
2160,1972775864.0,2257820308.0
2160,1972775864.0,2300947139.0
2165,2094890578.0,1845847360.0
2165,2094890578.0,1994587931.0
2156,1971240098.0,1845847360.0
2156,1971240098.0,1994587931.0
2156,1971240098.0,2257820308.0
2425,2461742724.0,2576319984.0
2425,2461742724.0,2642781427.0
2425,2461742724.0,2707022555.0
2425,2461742724.0,2714278589.0
1140,2031848359.0,1845847360.0
1140,2031848359.0,2300947139.0
1139,2078038224.0,1845847360.0
1139,2078038224.0,2585469933.0
1139,2078038224.0,2780025876.0
1139,2078038224.0,2786756115.0
1138,2051675232.0,1845847360.0
1138,2051675232.0,2678375739.0
1138,2051675232.0,2761869300.0
2603,1597840473.0,405639028.0
2603,1597840473.0,2014752864.0
2603,1597840473.0,2086160784.0
2603,1597840473.0,2419972968.0
3378,2153228098.0,2433335956.0
3378,2153228098.0,2579746117.0
2465,1954203086.0,261966014.0
2465,1954203086.0,1816686929.0
2465,1954203086.0,2675547017.0
2620,2411832178.0,2547578192.0
2620,2411832178.0,2547950869.0
2620,2411832178.0,2548193761.0
4323,2075664950.0,1845847360.0
4323,2075664950.0,2585469933.0
4331,2046081248.0,1845847360.0
4331,2046081248.0,2103013419.0
4331,2046081248.0,3037530706.0
4322,2063752019.0,1845847360.0
2874,2148405632.0,224822190.0
2874,2148405632.0,261966014.0
2874,2148405632.0,2089561866.0
2874,2148405632.0,2483219728.0
2874,2148405632.0,2675547017.0
2874,2148405632.0,2689998213.0
4804,2033339990.0,1845847360.0
4804,2033339990.0,2140608655.0
4804,2033339990.0,2222887344.0
4804,2033339990.0,2257820308.0
4804,2033339990.0,3150415930.0
4802,2082514920.0,674271602.0
4802,2082514920.0,1845847360.0
4802,2082514920.0,2103013419.0
4802,2082514920.0,2585469933.0
4802,2082514920.0,2780025876.0
1881,1986143259.0,1845847360.0
1881,1986143259.0,2626462117.0
1881,1986143259.0,2761586262.0
992,2160786506.0,2150076542.0
992,2160786506.0,2167648998.0
992,2160786506.0,2295234835.0
992,2160786506.0,2600150034.0
3121,2443545233.0,2533232507.0
3121,2443545233.0,2659699222.0
3121,2443545233.0,2743224927.0
3121,2443545233.0,2997539366.0
3120,2394978541.0,2109599161.0
3120,2394978541.0,2331398694.0
3120,2394978541.0,2689752349.0
3120,2394978541.0,2916843756.0
3120,2394978541.0,3006015045.0
3120,2394978541.0,3006372398.0
3120,2394978541.0,3006659818.0
3120,2394978541.0,3165121170.0
3120,2394978541.0,3165613267.0
20841,2407644352.0,2051663592.0
20841,2407644352.0,2584570237.0
4021,2080597693.0,337860210.0
4021,2080597693.0,1224900307.0
4021,2080597693.0,2028932710.0
4021,2080597693.0,2171827209.0
4021,2080597693.0,2222557394.0
1556,2050792230.0,64760877.0
1556,2050792230.0,2183127301.0
1556,2050792230.0,2427296742.0
1556,2050792230.0,2539481932.0
3388,2072040756.0,1489856340.0
3388,2072040756.0,2026983869.0
3388,2072040756.0,2440663679.0
995,2141966585.0,64760877.0
995,2141966585.0,2095685099.0
995,2141966585.0,2183127301.0
995,2141966585.0,2427296742.0
995,2141966585.0,2539481932.0
1316,2021900435.0,1928610384.0
1316,2021900435.0,2698022057.0
1316,2021900435.0,3050621866.0
1316,2021900435.0,3062311106.0
16783,2077959461.0,1862144706.0
16783,2077959461.0,2056064850.0
16783,2077959461.0,2169876392.0
16783,2077959461.0,2311460829.0
16783,2077959461.0,2612863833.0
16783,2077959461.0,2646918220.0
16783,2077959461.0,3078038256.0
770,1992607863.0,36234448.0
770,1992607863.0,1694791286.0
770,1992607863.0,2136983886.0
771,2069819664.0,36234448.0
771,2069819664.0,1694791286.0
771,2069819664.0,1967914034.0
771,2069819664.0,2136983886.0
1191,2465586851.0,355533898.0
1191,2465586851.0,2460450334.0
1191,2465586851.0,2585728969.0
1191,2465586851.0,3068040284.0
865,1705062945.0,2606314084.0
1189,2415286051.0,152506328.0
1189,2415286051.0,1775136607.0
1189,2415286051.0,1979407191.0
1189,2415286051.0,2105646690.0
1189,2415286051.0,2186998227.0
1189,2415286051.0,2419961807.0
1189,2415286051.0,2970023436.0
769,2010710172.0,2126646793.0
769,2010710172.0,2482023883.0
2040,2057950843.0,1790084696.0
2040,2057950843.0,2134921939.0
2040,2057950843.0,2314632251.0
2040,2057950843.0,2539849632.0
2040,2057950843.0,2668822846.0
2040,2057950843.0,2801830480.0
2041,2085894920.0,2134921939.0
2041,2085894920.0,2539849632.0
2041,2085894920.0,2660010693.0
4656,2053569963.0,152506328.0
4656,2053569963.0,1775136607.0
4656,2053569963.0,1979407191.0
4656,2053569963.0,2105646690.0
4656,2053569963.0,2186998227.0
4656,2053569963.0,2970023436.0
3031,2053614654.0,2111743875.0
3031,2053614654.0,2245002928.0
1082,1974806453.0,2120726690.0
1082,1974806453.0,2151685716.0
1082,1974806453.0,2327919858.0
1082,1974806453.0,2552715397.0
1082,1974806453.0,2572043414.0
2604,1842691482.0,267351664.0
2604,1842691482.0,2684994055.0
5819,2011267887.0,1990177528.0
5819,2011267887.0,2157296360.0
4549,1998824490.0,2551244318.0
4549,1998824490.0,2580996778.0
4549,1998824490.0,2762995528.0
1923,2136585491.0,2549896340.0
1923,2136585491.0,2643966405.0
1923,2136585491.0,2687587663.0
1923,2136585491.0,3050462080.0
2875,2141708832.0,2099816479.0
2875,2141708832.0,2110009178.0
2875,2141708832.0,2128913214.0
3390,2077418208.0,73627140.0
3390,2077418208.0,1731857882.0
3390,2077418208.0,1983982319.0
2598,1983166293.0,2150675895.0
2598,1983166293.0,2747077682.0
2598,1983166293.0,2761134533.0
3788,1945375234.0,2501524686.0
3788,1945375234.0,3161216083.0
3788,1945375234.0,3163435158.0
2466,1523409962.0,2324618806.0
2466,1523409962.0,2576747741.0
2466,1523409962.0,2651532254.0
2466,1523409962.0,2676254746.0
2621,2407128880.0,2570846906.0
1778,1997049709.0,
3389,2091482753.0,2032089268.0
3389,2091482753.0,2163348702.0
4325,2137954621.0,2716042240.0
4325,2137954621.0,2761106773.0
4325,2137954621.0,2763703248.0
3015,2015293369.0,2333855367.0
192,2140231425.0,2013998973.0
192,2140231425.0,2638343911.0
192,2140231425.0,2667015939.0
4830,2013121170.0,2699338624.0
1771,2095355405.0,2101446649.0
1771,2095355405.0,2113318701.0
2431,1932807589.0,710126269.0
2431,1932807589.0,2614086989.0
16787,2091851800.0,1977392286.0
16787,2091851800.0,2335036732.0
16787,2091851800.0,2424322527.0
3772,2099465853.0,2335036732.0
3772,2099465853.0,2424322527.0
3772,2099465853.0,2653697919.0
3772,2099465853.0,2698089607.0
2199,16658660.0,253675658.0
2199,16658660.0,262285600.0
2199,16658660.0,2103661028.0
2199,16658660.0,2270703669.0
2199,16658660.0,2343329321.0
2199,16658660.0,2426959564.0
2199,16658660.0,2598075693.0
2199,16658660.0,2736524975.0
2199,16658660.0,3108452291.0
3124,2405154158.0,2237663955.0
3124,2405154158.0,2438181098.0
3124,2405154158.0,2936462047.0
2433,1555517154.0,262285600.0
2433,1555517154.0,2103661028.0
2433,1555517154.0,2148213334.0
2433,1555517154.0,2270703669.0
2433,1555517154.0,2343329321.0
3021,2411045189.0,2689068837.0
3020,2411045189.0,2689068837.0
4255,1915795479.0,1978784416.0
4255,1915795479.0,2125572647.0
4255,1915795479.0,2571680151.0
4255,1915795479.0,2649564947.0
3391,2023415417.0,2099816479.0
3391,2023415417.0,2110009178.0
3391,2023415417.0,2128913214.0
3391,2023415417.0,2140626086.0
2561,2403054461.0,499473012.0
2561,2403054461.0,2070695145.0
2561,2403054461.0,2086947555.0
2561,2403054461.0,2676227476.0
2561,2403054461.0,2800773623.0
194,2009803738.0,2079014910.0
194,2009803738.0,2159242533.0
194,2009803738.0,2240602332.0
194,2009803738.0,2569855413.0
194,2009803738.0,2605379717.0
194,2009803738.0,3173361879.0
772,1987224191.0,2155895288.0
772,1987224191.0,2579275793.0
772,1987224191.0,2627164972.0
772,1987224191.0,3024728932.0
173,2025634923.0,1568407102.0
173,2025634923.0,2108782709.0
173,2025634923.0,2134984040.0
173,2025634923.0,2139945479.0
173,2025634923.0,2165232994.0
173,2025634923.0,2652680499.0
1098,2315149132.0,2154637115.0
1098,2315149132.0,2763111131.0
3285,1996221727.0,2072640327.0
3285,1996221727.0,2094574182.0
3285,1996221727.0,2149533351.0
3285,1996221727.0,2809813511.0
32,2079035539.0,2335036732.0
32,2079035539.0,2424322527.0
32,2079035539.0,2653697919.0
32,2079035539.0,2698089607.0
3023,2083127487.0,2154840180.0
3023,2083127487.0,2315663511.0
3023,2083127487.0,2334855575.0
3023,2083127487.0,2577878300.0
3023,2083127487.0,2647236992.0
3023,2083127487.0,2993658525.0
2913,2412092240.0,2428891613.0
2913,2412092240.0,2786145615.0
2913,2412092240.0,3141526572.0
193,2091403058.0,2099816479.0
193,2091403058.0,2110009178.0
193,2091403058.0,2140626086.0
455,1532745874.0,2036736168.0
455,1532745874.0,2044217087.0
455,1532745874.0,2423925053.0
455,1532745874.0,2690518079.0
455,1532745874.0,3056592815.0
455,1532745874.0,3155075719.0
456,1608134531.0,2040011596.0
456,1608134531.0,2303021834.0
456,1608134531.0,2304567968.0
1187,2423918069.0,2433467134.0
1187,2423918069.0,2439139223.0
262,2075439692.0,2416514676.0
262,2075439692.0,2572125403.0
262,2075439692.0,2641388550.0
262,2075439692.0,2694359430.0
2201,2079570082.0,1995991149.0
2201,2079570082.0,2538966567.0
2201,2079570082.0,2609182975.0
2201,2079570082.0,2704665841.0
4228,2413483821.0,2661964657.0
4228,2413483821.0,2704270693.0
2915,2462660770.0,2664285900.0
2915,2462660770.0,2787342828.0
3396,2011892883.0,903051770.0
3396,2011892883.0,1971457473.0
3396,2011892883.0,2168567895.0
3396,2011892883.0,2304368537.0
3396,2011892883.0,2496136114.0
3396,2011892883.0,2987908068.0
1537,1494159946.0,2113438690.0
1537,1494159946.0,2133741653.0
1537,1494159946.0,2152715420.0
1537,1494159946.0,2298896578.0
1537,1494159946.0,2608590971.0
3903,2084717594.0,2637119130.0
3903,2084717594.0,2701422798.0
16784,2056330934.0,2122793352.0
16784,2056330934.0,2154752556.0
16784,2056330934.0,2501354555.0
16784,2056330934.0,2620520691.0
16784,2056330934.0,2709796010.0
16784,2056330934.0,2948228892.0
16784,2056330934.0,3170809170.0
695,2015330587.0,2113438690.0
695,2015330587.0,2133741653.0
695,2015330587.0,2152715420.0
695,2015330587.0,2608590971.0
2778,1988964302.0,2314062492.0
2090,2022907394.0,2171222626.0
2090,2022907394.0,2892558877.0
2564,1658552097.0,2150530882.0
2564,1658552097.0,2234426345.0
2564,1658552097.0,2404878261.0
2564,1658552097.0,2576366113.0
2564,1658552097.0,2756801470.0
4351,2395883608.0,2546171258.0
2200,810227741.0,2119675324.0
2200,810227741.0,2410335969.0
2200,810227741.0,2532998926.0
2200,810227741.0,2646593847.0
197,2045010016.0,304857917.0
197,2045010016.0,332234497.0
197,2045010016.0,2047875234.0
197,2045010016.0,2057375525.0
197,2045010016.0,2278705218.0
2042,1993194389.0,1974474564.0
2042,1993194389.0,2686766120.0
2042,1993194389.0,2719758552.0
196,1984234491.0,2067379655.0
196,1984234491.0,2080557721.0
196,1984234491.0,2153835715.0
196,1984234491.0,2585372266.0
2089,2068867504.0,707059311.0
2089,2068867504.0,2110014095.0
2089,2068867504.0,2288526462.0
3040,1978844989.0,2324346623.0
3040,1978844989.0,2429772629.0
3040,1978844989.0,2433968073.0
3040,1978844989.0,2554927393.0
4664,2057611314.0,225595556.0
4664,2057611314.0,2335036732.0
4664,2057611314.0,2717681629.0
4664,2057611314.0,2938502134.0
3406,2063878922.0,2309975603.0
3406,2063878922.0,2428300994.0
3406,2063878922.0,2572483103.0
3404,2093180209.0,185341271.0
3404,2093180209.0,2041142155.0
3404,2093180209.0,2428300994.0
3404,2093180209.0,2483782068.0
3404,2093180209.0,2572483103.0
3404,2093180209.0,2576479601.0
3407,1978626818.0,2655237813.0
3407,1978626818.0,2666169849.0
3407,1978626818.0,2696502266.0
3407,1978626818.0,2778638309.0
2434,1734336842.0,2181863293.0
2434,1734336842.0,2425559901.0
2434,1734336842.0,2433739779.0
2434,1734336842.0,2606095146.0
2434,1734336842.0,2665029481.0
2434,1734336842.0,3056885252.0
3084,2067369639.0,2027645863.0
3084,2067369639.0,2428300994.0
3084,2067369639.0,2432361978.0
3084,2067369639.0,2572483103.0
3084,2067369639.0,2761907449.0
3084,2067369639.0,2763211570.0
626,2137100125.0,3033428165.0
626,2137100125.0,3033625050.0
626,2137100125.0,3033938690.0
626,2137100125.0,3034135076.0
784,1977801302.0,2428300994.0
784,1977801302.0,2572483103.0
784,1977801302.0,2729501388.0
784,1977801302.0,2778638309.0
3928,2415529393.0,2134347120.0
3928,2415529393.0,2510663332.0
3928,2415529393.0,2516450345.0
3928,2415529393.0,2696373418.0
3931,2412560563.0,2428300994.0
3931,2412560563.0,2572483103.0
3931,2412560563.0,2714676383.0
3931,2412560563.0,2778638309.0
3941,2341565885.0,1823842602.0
3941,2341565885.0,2428300994.0
3941,2341565885.0,2572483103.0
3941,2341565885.0,2778638309.0
3941,2341565885.0,3054715740.0
3941,2341565885.0,3075073265.0
457,1521377864.0,2118023280.0
457,1521377864.0,2164329426.0
457,1521377864.0,2581969516.0
457,1521377864.0,2593670461.0
457,1521377864.0,2608274375.0
458,1590157261.0,2118023280.0
458,1590157261.0,2164329426.0
458,1590157261.0,2581969516.0
458,1590157261.0,2608274375.0
458,1590157261.0,2779725818.0
3596,2420829518.0,2426360604.0
3596,2420829518.0,2428339342.0
3596,2420829518.0,2481907285.0
3596,2420829518.0,2639173559.0
3596,2420829518.0,2650366769.0
3596,2420829518.0,2703120112.0
3596,2420829518.0,2892457236.0
17319,2034702085.0,660453780.0
17319,2034702085.0,1686273945.0
17319,2034702085.0,1824918633.0
17319,2034702085.0,2019330129.0
17319,2034702085.0,2096649075.0
17319,2034702085.0,2201402409.0
17319,2034702085.0,2296168294.0
1780,1972419333.0,2473948760.0
1780,1972419333.0,2717681751.0
1780,1972419333.0,2880119506.0
1780,1972419333.0,3006571341.0
4731,2418564144.0,2121699132.0
4731,2418564144.0,2554970396.0
4731,2418564144.0,2572182450.0
4731,2418564144.0,2617402515.0
4731,2418564144.0,2690936724.0
4731,2418564144.0,3145127220.0
4876,2052233048.0,2157067594.0
4876,2052233048.0,2530855020.0
4305,1973339296.0,1982916956.0
4305,1973339296.0,1992404015.0
4305,1973339296.0,2081715437.0
4305,1973339296.0,2420721846.0
4305,1973339296.0,2432361978.0
4305,1973339296.0,2468119336.0
4305,1973339296.0,2762014003.0
1681,2060444863.0,275305519.0
1681,2060444863.0,2110749321.0
229,2017361305.0,2578592051.0
229,2017361305.0,2665644242.0
229,2017361305.0,2778638309.0
3870,1971989363.0,2778638309.0
18602,2026915809.0,1686273945.0
18602,2026915809.0,1824918633.0
18602,2026915809.0,2296168294.0
18602,2026915809.0,2688361668.0
4665,2140832530.0,2084758535.0
4665,2140832530.0,2136944542.0
4665,2140832530.0,2606782337.0
4665,2140832530.0,3059310602.0
22363,2016355564.0,2097430874.0
3033,1993659641.0,1915350050.0
3033,1993659641.0,2105170943.0
3033,1993659641.0,2272214812.0
3033,1993659641.0,2688192277.0
2847,2031837526.0,2612249044.0
2841,2088398195.0,2245319130.0
2841,2088398195.0,2550093949.0
2841,2088398195.0,2621611554.0
2841,2088398195.0,2643133862.0
2565,1482107798.0,2714255975.0
2844,2083845423.0,2465729281.0
2844,2083845423.0,2612249044.0
4870,1753685005.0,2118884967.0
4870,1753685005.0,2552931774.0
3673,1518269072.0,1526626686.0
3673,1518269072.0,2313489709.0
3673,1518269072.0,2608706703.0
3409,2048175423.0,2303761934.0
3409,2048175423.0,2428300994.0
3409,2048175423.0,2579718987.0
2202,1958327809.0,257122240.0
2202,1958327809.0,2308980427.0
2202,1958327809.0,2424898575.0
2202,1958327809.0,2439742738.0
3988,2403913253.0,2308428051.0
3988,2403913253.0,2558346274.0
3988,2403913253.0,2578912753.0
3988,2403913253.0,2715531516.0
628,2144278530.0,208944205.0
628,2144278530.0,2069797550.0
628,2144278530.0,2122912357.0
628,2144278530.0,2321267915.0
628,2144278530.0,2494829830.0
628,2144278530.0,2613516334.0
628,2144278530.0,2623142057.0
628,2144278530.0,2946298563.0
628,2144278530.0,2946533676.0
790,2023587164.0,2038476526.0
790,2023587164.0,2151909888.0
790,2023587164.0,2222683897.0
790,2023587164.0,2673685156.0
790,2023587164.0,3060789903.0
2093,2016433761.0,2095600575.0
2093,2016433761.0,2607318899.0
3934,1958092906.0,2432271457.0
3934,1958092906.0,2572483103.0
3934,1958092906.0,2778638309.0
3934,1958092906.0,3049429352.0
361,2041570705.0,2017963997.0
361,2041570705.0,2105037829.0
361,2041570705.0,2124401064.0
361,2041570705.0,2276877851.0
361,2041570705.0,2302958732.0
361,2041570705.0,2308282282.0
361,2041570705.0,2319524995.0
361,2041570705.0,2567072247.0
361,2041570705.0,2582107729.0
361,2041570705.0,2656558967.0
4912,2058159679.0,1875419680.0
4912,2058159679.0,2057085468.0
4912,2058159679.0,2303902257.0
4912,2058159679.0,2421102549.0
4912,2058159679.0,2436049945.0
4912,2058159679.0,3080491282.0
3057,2034726904.0,2689758476.0
16519,2198425465.0,108392958.0
2701,1980618670.0,2572483103.0
2701,1980618670.0,2695190678.0
2701,1980618670.0,2778638309.0
2701,1980618670.0,3049719186.0
2700,2060877175.0,2030694448.0
2700,2060877175.0,2428300994.0
2700,2060877175.0,2729501388.0
2700,2060877175.0,2778638309.0
3413,2088366175.0,1970649263.0
3413,2088366175.0,1971144005.0
3413,2088366175.0,2004590658.0
3413,2088366175.0,2096738954.0
3413,2088366175.0,2130991533.0
3413,2088366175.0,2159800383.0
3413,2088366175.0,2183816744.0
3413,2088366175.0,2583118500.0
3413,2088366175.0,2615237362.0
17274,2027032773.0,2626045048.0
17274,2027032773.0,2634765949.0
17274,2027032773.0,2640826694.0
17274,2027032773.0,2719157399.0
2095,2063840208.0,1927371606.0
2095,2063840208.0,2103255420.0
2095,2063840208.0,2165026512.0
2095,2063840208.0,2607528692.0
545,2398306438.0,2658193463.0
1423,1507131686.0,2155054184.0
1423,1507131686.0,2162976419.0
1423,1507131686.0,2190219371.0
1423,1507131686.0,2660064120.0
1424,1535469484.0,2155054184.0
1424,1535469484.0,2162976419.0
1424,1535469484.0,2190219371.0
4728,2320097823.0,2336384781.0
1425,1957437562.0,2129779923.0
1425,1957437562.0,2162976419.0
4358,1658246383.0,2629872567.0
2917,2415969666.0,2711279758.0
1426,1941888493.0,2190219371.0
1426,1941888493.0,2796337442.0
1426,1941888493.0,2953164708.0
3334,1966396211.0,606115559.0
3334,1966396211.0,2170414174.0
3334,1966396211.0,2698922064.0
3334,1966396211.0,2718736766.0
5112,2403335301.0,2666730046.0
629,1935112242.0,2110484092.0
629,1935112242.0,2244505385.0
629,1935112242.0,2288472175.0
629,1935112242.0,2570411942.0
629,1935112242.0,3172171510.0
1317,210763538.0,2412081717.0
1318,2035928031.0,2503474539.0
1318,2035928031.0,2680248038.0
33,2064438499.0,1713850661.0
33,2064438499.0,1982625827.0
33,2064438499.0,2053405186.0
33,2064438499.0,2077604972.0
33,2064438499.0,2125984124.0
33,2064438499.0,2141705191.0
33,2064438499.0,2159390163.0
33,2064438499.0,2232745500.0
33,2064438499.0,3098235974.0
33,2064438499.0,3134608006.0
23312,2092888482.0,2050991887.0
23312,2092888482.0,2149484462.0
1617,2039176498.0,1982769229.0
1617,2039176498.0,2515397140.0
982,1968222554.0,1246159359.0
982,1968222554.0,1966049681.0
982,1968222554.0,2036310613.0
982,1968222554.0,2273062520.0
113,2037883378.0,341247280.0
113,2037883378.0,2033334887.0
113,2037883378.0,2165840495.0
113,2037883378.0,2166953746.0
3125,2086665334.0,2097064122.0
3125,2086665334.0,2340601271.0
4142,2087518742.0,162642098.0
4142,2087518742.0,2117117515.0
4142,2087518742.0,2168441104.0
