Record ID,AuthorName,nRetracted,FirstRetractionYear,OffenseSameYear
2934,f7346efdf7c21c9d738e414e3f4158e91b0fcd3d94990fbff6db7d780d8bd308,2,2010,True
1571,f7346efdf7c21c9d738e414e3f4158e91b0fcd3d94990fbff6db7d780d8bd308,2,2010,True
19650,61fd71889430f736543cedaad7306f5d1246481a415f595914e89e7a0db30c30,3,2018,True
21338,61fd71889430f736543cedaad7306f5d1246481a415f595914e89e7a0db30c30,3,2018,True
21339,61fd71889430f736543cedaad7306f5d1246481a415f595914e89e7a0db30c30,3,2018,True
4416,22dec2229c22c83c20f73b73e7f5a14954b8b0d51ff47f366c785fb071be0250,2,2013,True
6568,22dec2229c22c83c20f73b73e7f5a14954b8b0d51ff47f366c785fb071be0250,2,2013,True
26791,99e5678e05357a7cc35bbb2047a505e36c353c9a33261b56b28c5140cd092b82,2,2019,True
26790,99e5678e05357a7cc35bbb2047a505e36c353c9a33261b56b28c5140cd092b82,2,2019,True
27859,e69f179a6885bbed4cf4fb6771ab389f4bee2e075e8fc8b9f78a363159f459d5,2,2019,True
27814,e69f179a6885bbed4cf4fb6771ab389f4bee2e075e8fc8b9f78a363159f459d5,2,2019,True
19211,e7b5f0c1338e173f56867e9fbabbce635ab400b0c3957f53563b221482b97985,2,2018,True
20096,e7b5f0c1338e173f56867e9fbabbce635ab400b0c3957f53563b221482b97985,2,2018,True
3909,b863b2e19bc467fe39bbf55a3feb843c8f66f80d11605233b702d8ff1c3799fd,5,2016,True
857,b863b2e19bc467fe39bbf55a3feb843c8f66f80d11605233b702d8ff1c3799fd,5,2016,True
855,b863b2e19bc467fe39bbf55a3feb843c8f66f80d11605233b702d8ff1c3799fd,5,2016,True
856,b863b2e19bc467fe39bbf55a3feb843c8f66f80d11605233b702d8ff1c3799fd,5,2016,True
16817,b863b2e19bc467fe39bbf55a3feb843c8f66f80d11605233b702d8ff1c3799fd,5,2016,True
19020,e273775ff8da10078ccc6c817a80f2303559795a746a0f2e4b8d0c5b91f437f0,5,2018,True
19626,e273775ff8da10078ccc6c817a80f2303559795a746a0f2e4b8d0c5b91f437f0,5,2018,True
19682,e273775ff8da10078ccc6c817a80f2303559795a746a0f2e4b8d0c5b91f437f0,5,2018,True
19871,e273775ff8da10078ccc6c817a80f2303559795a746a0f2e4b8d0c5b91f437f0,5,2018,True
19884,e273775ff8da10078ccc6c817a80f2303559795a746a0f2e4b8d0c5b91f437f0,5,2018,True
3308,3d6bc02c3035513ef5cc0c027f37f41ef82f2a72866351b66c270f3d3fe0b284,4,2016,True
3310,3d6bc02c3035513ef5cc0c027f37f41ef82f2a72866351b66c270f3d3fe0b284,4,2016,True
9631,3d6bc02c3035513ef5cc0c027f37f41ef82f2a72866351b66c270f3d3fe0b284,4,2016,True
3309,3d6bc02c3035513ef5cc0c027f37f41ef82f2a72866351b66c270f3d3fe0b284,4,2016,True
9009,23ebe90543da331687b9303fce5d8c8bfb1a0beb98d4eddea18c7408584db5dc,2,2016,True
14446,23ebe90543da331687b9303fce5d8c8bfb1a0beb98d4eddea18c7408584db5dc,2,2016,True
8407,6563a23f82a0ce9ac573599ac32a52863e3af9e5e26eb0ac275467236e98f6ba,2,2016,True
16003,6563a23f82a0ce9ac573599ac32a52863e3af9e5e26eb0ac275467236e98f6ba,2,2016,True
8407,0c4d0bf2b02ddb91cfc2e68a47f58fc629a4679abc432b5f68bbd5e3dd08910f,2,2016,True
16003,0c4d0bf2b02ddb91cfc2e68a47f58fc629a4679abc432b5f68bbd5e3dd08910f,2,2016,True
3662,c788ab4e495dca8b1d2843c0b7f1d2b842f1903e1e8f495b85dbab0e5d9f177d,2,2006,True
3103,c788ab4e495dca8b1d2843c0b7f1d2b842f1903e1e8f495b85dbab0e5d9f177d,2,2006,True
26791,efb744a23c90665c7c5fe17c701caacbf3a0a4da6ce49b8a177310b5bf598065,2,2019,True
26790,efb744a23c90665c7c5fe17c701caacbf3a0a4da6ce49b8a177310b5bf598065,2,2019,True
16884,697e674c5a4f53e40a8265e933ebf8a3fc9a67bf5a6b177d0ee7eb5f7f6cdcbc,2,2013,True
5782,697e674c5a4f53e40a8265e933ebf8a3fc9a67bf5a6b177d0ee7eb5f7f6cdcbc,2,2013,True
13359,fef3118678d2c2a84a92250984e9c0c45a85429adf05dbd15c2df0c213dca163,2,2015,True
17549,fef3118678d2c2a84a92250984e9c0c45a85429adf05dbd15c2df0c213dca163,2,2015,True
21133,528066114659733b1d4e6d8388d42a7ccc7337369a08528588a4736faf0bdb0b,2,2019,True
23809,528066114659733b1d4e6d8388d42a7ccc7337369a08528588a4736faf0bdb0b,2,2019,True
20343,e905dd5d47286362467cbc1c38a087d2e141fba7ad8aa089f0ba4dcfbfa53607,3,2019,True
21076,e905dd5d47286362467cbc1c38a087d2e141fba7ad8aa089f0ba4dcfbfa53607,3,2019,True
22717,e905dd5d47286362467cbc1c38a087d2e141fba7ad8aa089f0ba4dcfbfa53607,3,2019,True
22102,d3068ed9ead8d0533afa2f0d31625aae99a1b5de4c0dfa3caadb67ea5809b76a,3,2020,True
23552,d3068ed9ead8d0533afa2f0d31625aae99a1b5de4c0dfa3caadb67ea5809b76a,3,2020,True
24325,d3068ed9ead8d0533afa2f0d31625aae99a1b5de4c0dfa3caadb67ea5809b76a,3,2020,True
26376,82cd9815972db3ae9f8d3219bc90965b048e2eb1a030e0a80076e87120b61d9b,2,2020,True
24932,82cd9815972db3ae9f8d3219bc90965b048e2eb1a030e0a80076e87120b61d9b,2,2020,True
1475,0c8e16d1b8e4b060a110c0066368844d7f40b62a5410f179f4b039cce0d977ed,2,2005,True
3425,0c8e16d1b8e4b060a110c0066368844d7f40b62a5410f179f4b039cce0d977ed,2,2005,True
275,61abe24e5fed24c36ec36d4a7b7ee702287515c881c8dbf8cefc0c15d4f1466b,2,2015,True
274,61abe24e5fed24c36ec36d4a7b7ee702287515c881c8dbf8cefc0c15d4f1466b,2,2015,True
12854,59aa135b08a6a662d0add8a3f97b054cda272be18d2cb3facab1c19ddee84af0,3,2017,True
12861,59aa135b08a6a662d0add8a3f97b054cda272be18d2cb3facab1c19ddee84af0,3,2017,True
12858,59aa135b08a6a662d0add8a3f97b054cda272be18d2cb3facab1c19ddee84af0,3,2017,True
995,7cfc8d55b22c4af3dc2965b91d2d2cdc292485cba117ec8e655a3961eec731d8,2,1989,True
1556,7cfc8d55b22c4af3dc2965b91d2d2cdc292485cba117ec8e655a3961eec731d8,2,1989,True
3997,e9e274c5857fb4203a84a817e3e7111ce9b80c0d25a01908acf0fb1af4a1bd20,3,2014,True
3998,e9e274c5857fb4203a84a817e3e7111ce9b80c0d25a01908acf0fb1af4a1bd20,3,2014,True
1123,e9e274c5857fb4203a84a817e3e7111ce9b80c0d25a01908acf0fb1af4a1bd20,3,2014,True
20126,f134acb25416acaeaedd23ff21049f4d5bdaba60ee5cdc21167a89455d5d20a5,2,2019,True
20180,f134acb25416acaeaedd23ff21049f4d5bdaba60ee5cdc21167a89455d5d20a5,2,2019,True
20126,3db39c932de8d462fedd35f8a8c5eafb8eb88f4e29960cd0a7661fa9dc0ba72a,2,2019,True
20180,3db39c932de8d462fedd35f8a8c5eafb8eb88f4e29960cd0a7661fa9dc0ba72a,2,2019,True
1888,ba9db6b35b21570d2d74bb39bc190b86a3563edcbc66f828baf415e422c9be09,2,2012,True
1886,ba9db6b35b21570d2d74bb39bc190b86a3563edcbc66f828baf415e422c9be09,2,2012,True
2,c46ef1db64eb0f2f81b330c1ee6673b0fce1fa11f0d4904b709a5d3a2b4603b4,4,2015,True
3462,c46ef1db64eb0f2f81b330c1ee6673b0fce1fa11f0d4904b709a5d3a2b4603b4,4,2015,True
6603,c46ef1db64eb0f2f81b330c1ee6673b0fce1fa11f0d4904b709a5d3a2b4603b4,4,2015,True
6362,c46ef1db64eb0f2f81b330c1ee6673b0fce1fa11f0d4904b709a5d3a2b4603b4,4,2015,True
2472,e83397eb015d049e52a6ea21561b89eb60e0148e4e63980bf831383097aee51f,2,2008,True
2475,e83397eb015d049e52a6ea21561b89eb60e0148e4e63980bf831383097aee51f,2,2008,True
4340,ab6dea793f0263b452fa75133944ec11f260afde1c7c9322b69af95b94d4e340,5,2013,True
21438,ab6dea793f0263b452fa75133944ec11f260afde1c7c9322b69af95b94d4e340,5,2013,True
4491,ab6dea793f0263b452fa75133944ec11f260afde1c7c9322b69af95b94d4e340,5,2013,True
4493,ab6dea793f0263b452fa75133944ec11f260afde1c7c9322b69af95b94d4e340,5,2013,True
2714,ab6dea793f0263b452fa75133944ec11f260afde1c7c9322b69af95b94d4e340,5,2013,True
918,770501043340ad9318634246bc37af04afe109593174eb98a7b5620e05491163,2,2011,True
3984,770501043340ad9318634246bc37af04afe109593174eb98a7b5620e05491163,2,2011,True
131,71c8183c074044ed20b6865e19a78092fff4f26dbd7c650ae09e46ac6fe46eca,2,2010,True
124,71c8183c074044ed20b6865e19a78092fff4f26dbd7c650ae09e46ac6fe46eca,2,2010,True
8489,dc81dc517750aa62d011757a0115992b604db8199d30d2045315a76fd5c9ea92,2,2013,True
17889,dc81dc517750aa62d011757a0115992b604db8199d30d2045315a76fd5c9ea92,2,2013,True
23583,79f6e863f173dc71fbac3d4e6cfaa54ff9fa51f05e9ee71377a563dad8c39d3c,2,2020,True
24377,79f6e863f173dc71fbac3d4e6cfaa54ff9fa51f05e9ee71377a563dad8c39d3c,2,2020,True
2362,82e1cee876b02ae492069d10d81b6656f0dca5a7abccdddec4c4b9413cd4360c,3,2009,True
3893,82e1cee876b02ae492069d10d81b6656f0dca5a7abccdddec4c4b9413cd4360c,3,2009,True
3895,82e1cee876b02ae492069d10d81b6656f0dca5a7abccdddec4c4b9413cd4360c,3,2009,True
16014,aa1ca46e15d53bcf260a00ef6428231c31c08e04e3e6e1e044740331a0f90760,2,2010,True
16016,aa1ca46e15d53bcf260a00ef6428231c31c08e04e3e6e1e044740331a0f90760,2,2010,True
5535,476e01615aedad4589e4aef810007fb708a6adecdb12b7e9593996b40ece1da9,2,2017,True
5536,476e01615aedad4589e4aef810007fb708a6adecdb12b7e9593996b40ece1da9,2,2017,True
5361,46b3adb0a390c1712f58da214bf19caada9042719f5f053631c81b500f2484df,2,2007,True
4425,46b3adb0a390c1712f58da214bf19caada9042719f5f053631c81b500f2484df,2,2007,True
8988,43a928e4231e38e23479dccd4b932060f8b1cd4398e7906ce623fe66525ac7a9,2,2016,True
1136,43a928e4231e38e23479dccd4b932060f8b1cd4398e7906ce623fe66525ac7a9,2,2016,True
6146,e3f40f9d5309072878d5013b5e7ff4f61e2dc75ff4ebe0c1a69fcd03c16de11b,2,2016,True
6147,e3f40f9d5309072878d5013b5e7ff4f61e2dc75ff4ebe0c1a69fcd03c16de11b,2,2016,True
3234,3405e3eaa0e86bb40366564d5990cd78ecea92d23bba48f0895cd067ad99687d,2,2015,True
3237,3405e3eaa0e86bb40366564d5990cd78ecea92d23bba48f0895cd067ad99687d,2,2015,True
28341,ed51bd8536d0b8811f4dcf27382b232bd87a9df0c5dfafd8084ea04c9dbc63fe,3,2019,True
28343,ed51bd8536d0b8811f4dcf27382b232bd87a9df0c5dfafd8084ea04c9dbc63fe,3,2019,True
28461,ed51bd8536d0b8811f4dcf27382b232bd87a9df0c5dfafd8084ea04c9dbc63fe,3,2019,True
26788,ab82c39828620ef1a1d81ae73ed21f1de1ec1eca900c205587776a5905802916,2,2019,True
26730,ab82c39828620ef1a1d81ae73ed21f1de1ec1eca900c205587776a5905802916,2,2019,True
3912,0d2b60b61a1c3fcb5a0342753234d8f8b22006dec36a92b783bf955d17a1c33e,2,2016,True
1204,0d2b60b61a1c3fcb5a0342753234d8f8b22006dec36a92b783bf955d17a1c33e,2,2016,True
1956,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
5076,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
2934,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
4915,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
17931,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
3375,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
17930,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
2640,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
1572,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
1573,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
1571,281b9b9d0c3ce4a86a844a40b3199a596bc09d77116395bc21ec5035ba2d2cea,11,2010,True
18296,4d27e072676e51024af75064c7bd59d03cfc26b12da1701288cc77decb4f8545,5,2018,True
18585,4d27e072676e51024af75064c7bd59d03cfc26b12da1701288cc77decb4f8545,5,2018,True
18583,4d27e072676e51024af75064c7bd59d03cfc26b12da1701288cc77decb4f8545,5,2018,True
18584,4d27e072676e51024af75064c7bd59d03cfc26b12da1701288cc77decb4f8545,5,2018,True
20159,4d27e072676e51024af75064c7bd59d03cfc26b12da1701288cc77decb4f8545,5,2018,True
4517,1aa202310126cf6bf55c960196a8b74b3e117354605d21d968178dc275046af2,2,2010,True
2968,1aa202310126cf6bf55c960196a8b74b3e117354605d21d968178dc275046af2,2,2010,True
4691,ed959ccc1d87c513e751f04912fbb1133bbd7665391bb348b63e578ceae3f6ac,3,2006,True
980,ed959ccc1d87c513e751f04912fbb1133bbd7665391bb348b63e578ceae3f6ac,3,2006,True
4199,ed959ccc1d87c513e751f04912fbb1133bbd7665391bb348b63e578ceae3f6ac,3,2006,True
24064,9d408432375840a2433e8641293c023a76754a38d8589b9eac08551eef0402c3,2,2020,True
24063,9d408432375840a2433e8641293c023a76754a38d8589b9eac08551eef0402c3,2,2020,True
604,b161d29bd96f9177690ab688b5309904047cf2d9a62d1fc26f3cbf60e052c84a,2,2012,True
720,b161d29bd96f9177690ab688b5309904047cf2d9a62d1fc26f3cbf60e052c84a,2,2012,True
2046,103790db884c379d3dfca816b98fdff4abad6e22786dc017b262bd2f812362ae,2,2012,True
4773,103790db884c379d3dfca816b98fdff4abad6e22786dc017b262bd2f812362ae,2,2012,True
770,899b0f2747dc93653b78919a390d7f4e76569b8cef1c5a088664ace968d51d1e,2,1989,True
771,899b0f2747dc93653b78919a390d7f4e76569b8cef1c5a088664ace968d51d1e,2,1989,True
17141,170a5503ede9f359d1f2f6475b9ecbb6985786d12020064cf83a3cd1f611b341,2,2013,True
3876,170a5503ede9f359d1f2f6475b9ecbb6985786d12020064cf83a3cd1f611b341,2,2013,True
18339,866a43c434cfd4b3f6c147cfa5609a4fbecf701559beb7588d96546cc0962783,2,2017,True
18964,866a43c434cfd4b3f6c147cfa5609a4fbecf701559beb7588d96546cc0962783,2,2017,True
8015,7296866841e15423dfa1a1a6cff3cd3bdb9ac01280561bd45a5e87bc7d27f6fd,3,2016,True
4414,7296866841e15423dfa1a1a6cff3cd3bdb9ac01280561bd45a5e87bc7d27f6fd,3,2016,True
4415,7296866841e15423dfa1a1a6cff3cd3bdb9ac01280561bd45a5e87bc7d27f6fd,3,2016,True
2319,c966b965f388667ccd07140ed29fd87269d54df0e42016f0dded746ec1602a0b,5,2012,True
16904,c966b965f388667ccd07140ed29fd87269d54df0e42016f0dded746ec1602a0b,5,2012,True
16884,c966b965f388667ccd07140ed29fd87269d54df0e42016f0dded746ec1602a0b,5,2012,True
5782,c966b965f388667ccd07140ed29fd87269d54df0e42016f0dded746ec1602a0b,5,2012,True
16885,c966b965f388667ccd07140ed29fd87269d54df0e42016f0dded746ec1602a0b,5,2012,True
695,d8a3a37c46e836ef974d3033e4ebdc4b22d607f2e8f974d036c8f99abf723c19,2,1992,True
1537,d8a3a37c46e836ef974d3033e4ebdc4b22d607f2e8f974d036c8f99abf723c19,2,1992,True
3872,e0b36529554d71ae0dc1e953f73180573d965c34d88daa3f72a90d37e3830665,4,2014,True
3813,e0b36529554d71ae0dc1e953f73180573d965c34d88daa3f72a90d37e3830665,4,2014,True
228,e0b36529554d71ae0dc1e953f73180573d965c34d88daa3f72a90d37e3830665,4,2014,True
2722,e0b36529554d71ae0dc1e953f73180573d965c34d88daa3f72a90d37e3830665,4,2014,True
24344,36e947c0fccbb32756f0145b0ad6eff5cfebb3f65100130de3417522aa64d9e1,3,2020,True
24758,36e947c0fccbb32756f0145b0ad6eff5cfebb3f65100130de3417522aa64d9e1,3,2020,True
24860,36e947c0fccbb32756f0145b0ad6eff5cfebb3f65100130de3417522aa64d9e1,3,2020,True
19624,453299d41345afa74702530c277db86442fcc65aaa86595b609304096c2f97ae,2,2018,True
21167,453299d41345afa74702530c277db86442fcc65aaa86595b609304096c2f97ae,2,2018,True
22746,67ca23ec24cdc9bb9336ef26c1b8d4946d942e0dd3d0ae462d4989289e1ea5eb,2,2015,True
6111,67ca23ec24cdc9bb9336ef26c1b8d4946d942e0dd3d0ae462d4989289e1ea5eb,2,2015,True
4652,a6fa1748f9ff6ef0c4e67eed8f7a54308cf19aa2e4b1483943b53eed76d264f2,3,1985,True
7,a6fa1748f9ff6ef0c4e67eed8f7a54308cf19aa2e4b1483943b53eed76d264f2,3,1985,True
1619,a6fa1748f9ff6ef0c4e67eed8f7a54308cf19aa2e4b1483943b53eed76d264f2,3,1985,True
5663,27db41e0a2db467787f4d09cfff856174ac75689c5f319c7a53a71a38652af27,2,2013,True
17053,27db41e0a2db467787f4d09cfff856174ac75689c5f319c7a53a71a38652af27,2,2013,True
2875,1619e78c1db8f0d28e33ca5ee145445ebc2dfbaa39ebfc8b2fe9634e79691fc0,3,1990,True
193,1619e78c1db8f0d28e33ca5ee145445ebc2dfbaa39ebfc8b2fe9634e79691fc0,3,1990,True
3391,1619e78c1db8f0d28e33ca5ee145445ebc2dfbaa39ebfc8b2fe9634e79691fc0,3,1990,True
1844,e35ca6b9118b9001e8a37593b2030571746a978f31ef61aa1025d6e4ed763151,2,2012,True
2629,e35ca6b9118b9001e8a37593b2030571746a978f31ef61aa1025d6e4ed763151,2,2012,True
4934,d1c3a46ca346ece3e1fad3a4c88c2ef9ed176b59976622c3c4db4989b4637fe1,2,2012,True
4936,d1c3a46ca346ece3e1fad3a4c88c2ef9ed176b59976622c3c4db4989b4637fe1,2,2012,True
2351,01440ef3aa4491283b8749857c94d1de4159ca3536eba4cd88b078673aa4745c,2,2012,True
2352,01440ef3aa4491283b8749857c94d1de4159ca3536eba4cd88b078673aa4745c,2,2012,True
26404,17e72406606dd701dc0baf90c72949734c68cdeb98cebc1ec6f1cc47997188f8,2,2012,True
26403,17e72406606dd701dc0baf90c72949734c68cdeb98cebc1ec6f1cc47997188f8,2,2012,True
20998,6e0cc2980be245bf329ade1ebefaa4b51704e65c06eaf1c66d88ace22ec6230c,2,2019,True
21004,6e0cc2980be245bf329ade1ebefaa4b51704e65c06eaf1c66d88ace22ec6230c,2,2019,True
2484,f5800eec81f265693c9586d8821a77dd92d108a0a4af3c765d6b57645996775f,2,2014,True
3839,f5800eec81f265693c9586d8821a77dd92d108a0a4af3c765d6b57645996775f,2,2014,True
18354,ae966a0a56e3d5ebe49ba49f88e65d337231e8e671315baf5dd55983c3438e3d,2,2018,True
20230,ae966a0a56e3d5ebe49ba49f88e65d337231e8e671315baf5dd55983c3438e3d,2,2018,True
21158,8951c8a2f35c29f9fc446408988194c97d5f0b41a7868f06d3d39afbbacd8aab,2,2019,True
21181,8951c8a2f35c29f9fc446408988194c97d5f0b41a7868f06d3d39afbbacd8aab,2,2019,True
19258,9c7c7cb173f795439a2042b686d826c0364eb5256951fc9584d1eeb774784f29,2,2018,True
19340,9c7c7cb173f795439a2042b686d826c0364eb5256951fc9584d1eeb774784f29,2,2018,True
23478,3d1417727de50f60f21b17ca7707c7249e385bbd530ab03b3044a353aa2d00ad,2,2020,True
23501,3d1417727de50f60f21b17ca7707c7249e385bbd530ab03b3044a353aa2d00ad,2,2020,True
4741,5713e1f2dd8314b75ae0514c13f2767774cbb56be48aa2d82364fd1c0506261d,2,2016,True
3026,5713e1f2dd8314b75ae0514c13f2767774cbb56be48aa2d82364fd1c0506261d,2,2016,True
23270,16c629ccf1aba78aeeff00ef1eab585f211a1bf1986782e0353667b31d0b1267,2,2020,True
24547,16c629ccf1aba78aeeff00ef1eab585f211a1bf1986782e0353667b31d0b1267,2,2020,True
5239,feadc97e6d4d5950206775146f6dcecc57efd6dd1323fd495a67d0ec373972f6,2,2017,True
26470,feadc97e6d4d5950206775146f6dcecc57efd6dd1323fd495a67d0ec373972f6,2,2017,True
17599,5e6ccbc1a094a777ee4ba559ee3f6753089bf474f5e7adbb2435d665669e76a5,2,2018,True
17644,5e6ccbc1a094a777ee4ba559ee3f6753089bf474f5e7adbb2435d665669e76a5,2,2018,True
6365,f40f67b821f9c144d339ce7f047d513abdc490b9eeeb7317a8495e1e163f9d80,4,2014,True
4873,f40f67b821f9c144d339ce7f047d513abdc490b9eeeb7317a8495e1e163f9d80,4,2014,True
9159,f40f67b821f9c144d339ce7f047d513abdc490b9eeeb7317a8495e1e163f9d80,4,2014,True
8938,f40f67b821f9c144d339ce7f047d513abdc490b9eeeb7317a8495e1e163f9d80,4,2014,True
1625,5fb697bb7033b3997ac89916462e4d5f9a67537b8e6b58933fb0fea8d6419b00,3,2010,True
1373,5fb697bb7033b3997ac89916462e4d5f9a67537b8e6b58933fb0fea8d6419b00,3,2010,True
1372,5fb697bb7033b3997ac89916462e4d5f9a67537b8e6b58933fb0fea8d6419b00,3,2010,True
3785,aaa9eac548b4e52bbb0b2f8d94324ed496c92ef5ee03509e6c33b52b36ff150c,6,2008,True
2357,aaa9eac548b4e52bbb0b2f8d94324ed496c92ef5ee03509e6c33b52b36ff150c,6,2008,True
2365,aaa9eac548b4e52bbb0b2f8d94324ed496c92ef5ee03509e6c33b52b36ff150c,6,2008,True
2364,aaa9eac548b4e52bbb0b2f8d94324ed496c92ef5ee03509e6c33b52b36ff150c,6,2008,True
2281,aaa9eac548b4e52bbb0b2f8d94324ed496c92ef5ee03509e6c33b52b36ff150c,6,2008,True
3848,aaa9eac548b4e52bbb0b2f8d94324ed496c92ef5ee03509e6c33b52b36ff150c,6,2008,True
20518,5a06e4f500677107926248e3317bfd618fe1c3d3535ada80085bc1111219d0f9,2,2019,True
22279,5a06e4f500677107926248e3317bfd618fe1c3d3535ada80085bc1111219d0f9,2,2019,True
16887,0c8fa6bf614d21a2bfc75875ede2d582780017eb7c5517ffc16af83d85770238,2,2012,True
5982,0c8fa6bf614d21a2bfc75875ede2d582780017eb7c5517ffc16af83d85770238,2,2012,True
25654,359a62e367323d948c11c30782d01287b4b2a7e538eb642e44c4ca6fc1c6a7b8,2,2019,True
25651,359a62e367323d948c11c30782d01287b4b2a7e538eb642e44c4ca6fc1c6a7b8,2,2019,True
2,3b06e761e91ee6315ef6746b9891ea79d24733d6e834256068576fdced6a5dfc,4,2015,True
3462,3b06e761e91ee6315ef6746b9891ea79d24733d6e834256068576fdced6a5dfc,4,2015,True
6603,3b06e761e91ee6315ef6746b9891ea79d24733d6e834256068576fdced6a5dfc,4,2015,True
6362,3b06e761e91ee6315ef6746b9891ea79d24733d6e834256068576fdced6a5dfc,4,2015,True
5525,3a4391f9060c7857440fa2f9a914c0b360b382494b9d85457bc7eacdd490a90e,4,2017,True
11597,3a4391f9060c7857440fa2f9a914c0b360b382494b9d85457bc7eacdd490a90e,4,2017,True
5526,3a4391f9060c7857440fa2f9a914c0b360b382494b9d85457bc7eacdd490a90e,4,2017,True
11608,3a4391f9060c7857440fa2f9a914c0b360b382494b9d85457bc7eacdd490a90e,4,2017,True
22489,5dfbe8d32bb868b1ac244919b59b714996efa6025627419e02984d7d6c72aa65,2,2020,True
22490,5dfbe8d32bb868b1ac244919b59b714996efa6025627419e02984d7d6c72aa65,2,2020,True
18389,971f2eaf1f80f306005959c4910c23664bad1339dcbea02feb45cf74570872b8,2,2018,True
19153,971f2eaf1f80f306005959c4910c23664bad1339dcbea02feb45cf74570872b8,2,2018,True
3785,8c4458e5ade8c62f91f8c10b14b9616c68067c5bcdc4ba8cf666204b4c005c75,6,2008,True
2357,8c4458e5ade8c62f91f8c10b14b9616c68067c5bcdc4ba8cf666204b4c005c75,6,2008,True
2365,8c4458e5ade8c62f91f8c10b14b9616c68067c5bcdc4ba8cf666204b4c005c75,6,2008,True
2364,8c4458e5ade8c62f91f8c10b14b9616c68067c5bcdc4ba8cf666204b4c005c75,6,2008,True
2281,8c4458e5ade8c62f91f8c10b14b9616c68067c5bcdc4ba8cf666204b4c005c75,6,2008,True
3848,8c4458e5ade8c62f91f8c10b14b9616c68067c5bcdc4ba8cf666204b4c005c75,6,2008,True
23837,a6a9f376be28e9ede0c3b67da7798fbc4b2c4080c597bb54f0666ae9bd6dc67d,2,2020,True
24161,a6a9f376be28e9ede0c3b67da7798fbc4b2c4080c597bb54f0666ae9bd6dc67d,2,2020,True
23513,f2f5280ead05c778ae51fd98bb01091253e539f89817522e902ae54e9f1be5d9,2,2020,True
24719,f2f5280ead05c778ae51fd98bb01091253e539f89817522e902ae54e9f1be5d9,2,2020,True
17983,7eecbf19e66885bc45f9908a1781350c44830ed7791b3313898924b3fd702b64,2,2018,True
17982,7eecbf19e66885bc45f9908a1781350c44830ed7791b3313898924b3fd702b64,2,2018,True
5018,e6d962537fc6e706f79bb5ec5e7aea8afef99fb9efad9f74c4088af33e0e7afa,2,2011,True
5463,e6d962537fc6e706f79bb5ec5e7aea8afef99fb9efad9f74c4088af33e0e7afa,2,2011,True
20465,6ba38426e8aefbdc10b26fe0be278edc514f3d0dae6ff0ce9b569baac0b7ec66,2,2019,True
23137,6ba38426e8aefbdc10b26fe0be278edc514f3d0dae6ff0ce9b569baac0b7ec66,2,2019,True
2160,e3579d06a3f9a4da2735515d882605698a2ace509be19f7396e29571a0e75e87,2,1986,True
1140,e3579d06a3f9a4da2735515d882605698a2ace509be19f7396e29571a0e75e87,2,1986,True
2319,5daee1a62f16268017347fc678f860b02f83f67e78772374adb033ece64afe9f,2,2012,True
16885,5daee1a62f16268017347fc678f860b02f83f67e78772374adb033ece64afe9f,2,2012,True
112,61bc4202eb5acccaa55bf48220b5106f5c94e1a79d50ac9e200bdefc82dc138d,2,2016,True
6549,61bc4202eb5acccaa55bf48220b5106f5c94e1a79d50ac9e200bdefc82dc138d,2,2016,True
21672,6b6f898a19f227b774a9638737f299992fea615c34bb031c9ac075c66e90543d,2,2019,True
24223,6b6f898a19f227b774a9638737f299992fea615c34bb031c9ac075c66e90543d,2,2019,True
23070,0473ba63f7b097a3e145e4684f2aa9a25de5284803765f231b98495c61069ecc,2,2008,True
3619,0473ba63f7b097a3e145e4684f2aa9a25de5284803765f231b98495c61069ecc,2,2008,True
2737,5082aaf4327a446f3fbd465f4b07959829402b56c97c51abf4bb68486becb3d8,2,2016,True
2569,5082aaf4327a446f3fbd465f4b07959829402b56c97c51abf4bb68486becb3d8,2,2016,True
467,ac6b2dccdb9d84fff89337b981e795b3b1b6272d4efdfc362cf846b90f21a59a,2,2005,True
296,ac6b2dccdb9d84fff89337b981e795b3b1b6272d4efdfc362cf846b90f21a59a,2,2005,True
1343,26e45a6967c04780419d4d2a375096532860b0942eb173bbdda29e5f9d951889,2,1983,True
1659,26e45a6967c04780419d4d2a375096532860b0942eb173bbdda29e5f9d951889,2,1983,True
2869,560e3008a3e66be4141001e9cf384f83fc03ef949b93e421fec23109a43eb8ad,2,2011,True
